0.227193835,0.021546985,0.464318271
1.003872554,0.694105077,1.423499244
0.61531738,0.197052505,0.13778809
1.94710787,2.277870264,2.483358366
2.27512849,0.282703679,1.037457126
1.519737183,1.228958618,1.037457126
0.796913636,1.156277179,0.400413055
0.961441175,1.461095967,0.710066323
1.428933092,0.614888905,2.008345231
0.809606739,1.107114118,1.071761689
2.496356924,1.674172442,1.762317287
0.796913636,1.169890982,1.719135295
1.044576557,1.471150749,1.256028845
0.157045412,0.330780616,1.104928375
0.645492864,0.391486229,0.494801931
1.074052872,0.992845115,1.458464989
1.130520395,0.926104762,1.727922157
1.201168741,0.083534934,0.258869409
1.428933092,2.938210951,1.088482529
2.82728746,2.532695087,2.374936675
0.61531738,0.816817866,0.608215322
0.132524764,0.330780616,0.432876061
0.027947269,1.849725866,0.634666993
0.917129287,0.816817866,0.296177425
3.460582213,3.721256059,3.144544032
1.77066023,2.056350712,0.524383761
0.822140745,1.597835756,1.524929478
1.242916605,1.778751964,0.907178578
2.117711819,1.814868445,2.144098934
3.172687646,2.689336369,2.268714106
1.183969046,1.142475481,1.835635838
1.862770733,1.343257349,2.144098934
0.518909852,0.614888905,0.55311559
0.484591749,0.249318284,0.710066323
1.849483503,2.34895778,2.356443912
2.585645346,2.323688597,2.466781592
2.193210941,2.131470756,2.227107955
2.151240057,1.782422878,1.9747415
1.234705299,1.183321934,1.503261801
2.470337442,2.369538365,2.577432156
0.630518937,1.538838195,0.780177024
1.102685153,1.82545384,2.50370023
1.234705299,1.529444573,1.241905713
1.313933312,1.241624069,1.071761689
1.11204992,0.863813696,0.55311559
0.85882685,1.128480626,0.965102
0.645492864,0.672104893,0.887100405
1.695543842,1.82895755,2.253313945
0.905737567,0.448716628,1.63637282
1.663842788,1.814868445,1.727922157
0.870762445,0.614888905,0.733986903
3.424322844,2.479388169,3.361170842
0.674784396,1.337556469,0.757348631
2.823927716,2.243807953,1.137030253
0.822140745,2.464679643,2.102869824
1.422120334,0.767504045,0.757348631
1.705891403,2.053560625,0.33214347
0.894214578,1.947551695,1.336818854
1.494623485,1.500722372,0.093934876
1.92254506,2.367499262,1.577129581
1.867160864,2.123686839,1.770734349
2.33724553,2.867726621,0.55311559
0.870762445,1.278685477,2.288885535
1.481826095,1.456030408,1.213046596
1.121327802,1.912783393,1.664728231
1.358622169,1.241624069,0.464318271
1.201168741,1.320256197,1.283690448
1.358622169,0.614888905,0.048070003
0.354257332,0.214779694,0.866610823
1.68508809,0.063296244,0.983687478
2.353537665,2.35724091,2.491544833
1.166468337,1.486045867,0.464318271
0.660245875,0.232198096,0.55311559
1.647607259,1.931897612,2.183695299
2.380114901,1.610970106,1.753828776
1.267153557,1.471150749,1.587250408
1.760964783,1.915994576,2.441389529
0.027947269,0.672104893,0.366860741
0.689114573,2.477561391,1.019853207
1.282991207,0.736704584,0.296177425
2.393143247,2.801198446,2.138312115
1.422120334,0.476148676,1.121108125
1.68508809,1.387730862,1.566905275
1.65846018,0.042639474,2.303751498
0.180979161,0.214779694,0.887100405
0.249524166,0.361593998,0.048070003
0.227193835,0.021546985,0.048070003
1.282991207,0.968336487,0.55311559
0.055134677,0.951657203,1.38726646
0.894214578,0.9086997,1.001933829
2.602584712,2.246115228,2.914110662
2.348136392,0.83588204,0.802495892
0.354257332,1.008856729,1.925714477
3.838585237,3.716500215,4.974963464
1.121327802,1.82895755,0.432876061
2.719367844,1.169890982,1.183329818
1.275103735,1.320256197,1.939969174
0.4669807,1.628218455,1.762317287
1.35131134,1.419834286,0.926861541
2.996587819,2.892180348,3.239602077
2.541997357,2.549850756,2.328047299
1.813162755,0.042639474,0.926861541
2.45585437,2.548148373,2.298820691
1.455729262,1.610970106,1.43529086
2.050734463,2.541309711,2.577432156
1.121327802,2.16201432,2.268714106
0.645492864,1.490962007,0.524383761
0.081602451,2.167015431,0.866610823
0.4669807,0.122823457,0.179798721
0.917129287,1.471150749,0.220115383
1.751174413,2.070185559,1.90394404
0.227193835,0.083534934,0.400413055
0.180979161,0.406103808,0.494801931
1.875883726,2.423078823,2.040856368
1.849483503,1.636732333,1.745267593
1.313933312,0.797383175,0.179798721
